uspc_class,only_year,cited_num
065,2009,407
065,2010,245
065,2011,52
065,2012,3
066,2007,8
066,2008,36
066,2009,15
066,2010,55
066,2011,29
068,2004,7
068,2006,11
068,2007,19
068,2008,203
068,2009,171
068,2010,11
068,2011,201
068,2012,15
069,2009,4
069,2010,2
070,2005,6
070,2006,24
070,2007,153
070,2008,322
070,2009,525
070,2010,462
070,2011,239
070,2012,26
071,2006,18
071,2007,13
071,2008,69
071,2009,89
071,2010,44
071,2011,109
072,2004,1
072,2005,5
072,2006,27
072,2007,270
072,2008,483
072,2009,490
072,2010,271
072,2011,79
073,2004,18
073,2005,112
073,2006,250
073,2007,851
073,2008,3647
073,2009,5628
073,2010,3503
073,2011,383
073,2012,51
074,2004,38
074,2005,19
074,2006,130
074,2007,475
074,2008,1041
074,2009,917
074,2010,448
074,2011,218
074,2012,1
075,2005,11
075,2006,27
075,2007,92
075,2008,227
075,2009,225
075,2010,165
075,2011,29
076,2005,37
076,2006,15
076,2007,7
076,2008,23
076,2009,38
076,2010,17
076,2011,19
081,2005,13
081,2006,3
081,2007,74
081,2008,206
081,2009,496
081,2010,329
081,2011,129
081,2012,2
082,2005,6
082,2006,21
082,2007,22
082,2008,105
082,2009,116
082,2010,36
082,2011,14
083,2004,12
083,2005,70
083,2006,89
083,2007,176
083,2008,377
083,2009,651
083,2010,233
083,2011,62
083,2012,8
084,2004,3
084,2005,19
084,2006,94
084,2007,147
084,2008,198
084,2009,908
084,2010,972
084,2011,317
084,2012,38
086,2007,10
086,2008,3
086,2009,6
086,2010,16
087,2008,2
087,2009,94
087,2010,24
087,2011,24
089,2004,1
089,2005,28
089,2006,16
089,2007,118
089,2008,176
089,2009,577
089,2010,509
089,2011,280
089,2012,30
091,2006,2
091,2007,6
091,2008,100
091,2009,55
091,2010,37
092,2005,3
092,2006,1
092,2007,3
092,2008,121
092,2009,32
092,2010,16
092,2011,2
095,2005,6
095,2006,207
095,2007,289
095,2008,488
095,2009,841
095,2010,936
095,2011,317
095,2012,13
096,2004,4
096,2005,23
096,2006,87
096,2007,165
096,2008,201
096,2009,569
096,2010,365
096,2011,223
096,2012,51
099,2005,85
099,2006,99
099,2007,143
099,2008,631
099,2009,486
099,2010,92
099,2011,17
099,2012,4
100,2008,15
100,2009,83
100,2010,56
100,2011,42
101,2005,27
101,2006,31
101,2007,92
101,2008,215
101,2009,197
101,2010,59
101,2011,73
102,2004,27
102,2005,55
102,2006,53
102,2007,95
102,2008,206
102,2009,329
102,2010,171
102,2011,146
102,2012,22
104,2006,6
104,2007,54
104,2008,94
104,2009,292
104,2010,81
104,2011,38
104,2012,42
105,2004,2
105,2005,1
105,2007,26
105,2008,41
105,2009,202
105,2010,144
105,2011,33
105,2012,14
106,2004,10
106,2005,51
106,2006,99
106,2007,272
106,2008,475
106,2009,759
106,2010,768
106,2011,609
106,2012,52
108,2004,7
108,2005,2
108,2006,13
108,2007,115
108,2008,353
108,2009,531
108,2010,282
108,2011,105
108,2012,28
109,2007,2
109,2008,10
109,2009,13
109,2010,10
109,2012,11
110,2004,23
110,2005,1
110,2006,9
110,2007,27
110,2008,129
110,2009,21
110,2010,4
111,2006,14
111,2007,10
111,2008,33
111,2009,278
111,2010,170
111,2011,56
111,2012,8
112,2005,10
112,2006,4
112,2007,18
112,2008,161
112,2009,228
112,2010,100
112,2011,40
114,2004,7
114,2005,19
114,2006,22
114,2007,43
114,2008,123
114,2009,385
114,2010,298
114,2011,73
116,2006,16
116,2007,53
116,2008,83
116,2009,113
116,2010,70
116,2011,5
117,2004,8
117,2005,28
117,2006,51
117,2007,227
117,2008,299
117,2009,201
117,2010,78
117,2011,46
118,2004,282
118,2005,335
118,2006,210
118,2007,921
118,2008,806
118,2009,1090
118,2010,275
118,2011,407
118,2012,76
119,2004,31
119,2005,19
119,2006,88
119,2007,220
119,2008,403
119,2009,799
119,2010,650
119,2011,253
119,2012,17
122,2006,17
122,2007,36
122,2008,221
122,2009,38
122,2010,3
123,2004,5
123,2005,58
123,2006,150
123,2007,257
123,2008,1773
123,2009,3429
123,2010,2554
123,2011,844
123,2012,202
124,2004,2
124,2006,22
124,2007,102
124,2008,415
124,2009,242
124,2010,285
124,2011,42
125,2005,3
125,2006,6
125,2007,54
125,2008,49
125,2009,54
125,2010,62
125,2011,14
126,2004,2
126,2005,24
126,2006,61
126,2007,213
126,2008,185
126,2009,242
126,2010,122
126,2011,59
127,2005,2
127,2007,8
127,2008,45
127,2009,51
127,2010,5
127,2011,13
127,2012,10
128,2004,112
128,2005,555
128,2006,1427
128,2007,2154
128,2008,2471
128,2009,1514
128,2010,1682
128,2011,1314
128,2012,50
131,2004,1
131,2005,56
131,2006,54
131,2007,52
131,2008,353
131,2009,163
131,2010,290
131,2011,84
132,2004,5
132,2005,7
132,2006,22
132,2007,122
132,2008,213
132,2009,199
132,2010,152
132,2011,17
134,2004,6
134,2005,37
134,2006,45
134,2007,201
134,2008,544
134,2009,518
134,2010,255
134,2011,275
134,2012,19
135,2005,5
135,2006,8
135,2007,52
135,2008,124
135,2009,256
135,2010,248
135,2011,97
136,2004,79
136,2005,120
136,2006,155
136,2007,587
136,2008,547
136,2009,570
136,2010,218
136,2011,217
136,2012,2
137,2004,9
137,2005,23
137,2006,210
137,2007,374
137,2008,1231
137,2009,1305
137,2010,569
137,2011,93
137,2012,6
138,2004,5
138,2005,6
138,2006,34
138,2007,46
138,2008,169
138,2009,843
138,2010,138
138,2011,23
138,2012,32
139,2005,6
139,2006,11
139,2007,1
139,2008,43
139,2009,35
139,2010,111
139,2011,30
140,2005,3
140,2006,12
140,2007,20
140,2008,17
140,2009,11
140,2010,15
141,2006,172
141,2007,507
141,2008,749
141,2009,435
141,2010,300
141,2011,253
141,2012,60
142,2008,1
144,2006,3
144,2007,32
144,2008,40
144,2009,99
144,2010,41
144,2011,18
148,2004,23
148,2005,32
148,2006,171
148,2007,178
148,2008,263
148,2009,443
148,2010,342
148,2011,89
149,2004,2
149,2005,1
149,2006,3
149,2007,44
149,2008,21
149,2009,19
149,2010,42
149,2011,8
150,2005,4
150,2007,9
150,2008,27
150,2009,8
150,2010,15
150,2011,3
152,2004,15
152,2006,16
152,2007,84
152,2008,266
152,2009,475
152,2010,136
152,2011,2
156,2004,42
156,2005,158
156,2006,544
156,2007,785
156,2008,1512
156,2009,1422
156,2010,1337
156,2011,465
156,2012,99
157,2008,1
157,2009,28
157,2010,18
157,2011,4
159,2006,1
159,2007,25
159,2009,9
160,2004,13
160,2005,17
160,2006,81
160,2007,33
160,2008,150
160,2009,540
160,2010,458
160,2011,130
162,2004,1
162,2005,50
162,2006,96
162,2007,139
162,2008,589
162,2009,604
162,2010,857
162,2011,469
162,2012,60
164,2006,55
164,2007,83
164,2008,183
164,2009,215
164,2010,225
164,2011,168
164,2012,60
165,2004,42
165,2005,30
165,2006,336
165,2007,553
165,2008,540
165,2009,355
165,2010,119
165,2011,41
166,2004,1
166,2005,22
166,2006,267
166,2007,956
166,2008,2986
166,2009,6255
166,2010,3273
166,2011,1872
166,2012,468
168,2009,7
169,2004,1
169,2005,5
169,2006,3
169,2007,18
169,2008,31
169,2009,59
169,2010,43
169,2011,6
171,2006,6
171,2007,2
171,2009,3
171,2010,7
172,2004,2
172,2005,1
172,2006,58
172,2007,29
172,2008,137
172,2009,189
172,2010,156
172,2011,89
172,2012,25
173,2004,5
173,2005,290
173,2006,53
173,2007,54
173,2008,163
173,2009,1632
173,2010,242
173,2011,986
173,2012,7
174,2005,27
174,2006,69
174,2007,461
174,2008,1459
174,2009,2992
174,2010,1476
174,2011,155
174,2012,2
175,2004,15
175,2005,17
175,2006,96
175,2007,437
175,2008,1116
175,2009,2007
175,2010,852
175,2011,513
175,2012,32
177,2006,4
177,2008,87
177,2009,385
177,2010,110
177,2011,51
178,2006,5
178,2008,170
178,2009,141
178,2010,43
180,2005,61
180,2006,341
180,2007,483
180,2008,1983
180,2009,3012
180,2010,2008
180,2011,552
180,2012,100
181,2004,5
181,2006,32
181,2007,25
181,2008,166
181,2009,210
181,2010,683
181,2011,376
181,2012,12
182,2004,4
182,2005,29
182,2006,36
182,2007,120
182,2008,160
182,2009,187
182,2010,42
182,2011,10
184,2005,3
184,2006,77
184,2007,93
184,2008,56
184,2009,77
184,2010,18
184,2011,21
185,2008,19
185,2009,1
186,2005,2
186,2008,3
186,2010,2
187,2005,15
187,2006,92
187,2007,115
187,2008,407
187,2009,586
187,2010,412
187,2011,227
187,2012,13
188,2004,74
188,2005,18
188,2006,101
188,2007,253
188,2008,600
188,2009,396
188,2010,232
188,2011,61
188,2012,14
190,2007,12
190,2008,33
190,2009,51
190,2010,34
191,2007,4
191,2008,19
191,2009,54
191,2010,41
191,2011,7
192,2006,8
192,2007,190
192,2008,474
192,2009,534
192,2010,112
192,2011,81
193,2007,4
193,2008,17
193,2009,13
193,2010,14
194,2004,7
194,2005,33
194,2006,5
194,2007,26
194,2008,25
194,2009,51
194,2010,149
194,2011,11
196,2008,4
196,2009,32
198,2004,7
198,2005,15
198,2006,14
198,2007,53
198,2008,391
198,2009,936
198,2010,814
198,2011,267
198,2012,47
200,2006,24
200,2007,59
200,2008,641
200,2009,1258
200,2010,1988
200,2011,160
200,2012,4
201,2006,36
201,2007,3
201,2008,28
201,2009,28
201,2010,51
201,2011,35
201,2012,1
202,2007,15
202,2008,30
202,2009,37
202,2010,48
202,2011,31
202,2012,4
203,2006,6
203,2007,64
203,2008,73
203,2009,69
203,2010,37
203,2011,17
204,2004,61
204,2005,64
204,2006,384
204,2007,548
204,2008,549
204,2009,700
204,2010,608
204,2011,540
204,2012,39
205,2004,14
205,2005,23
205,2006,150
205,2007,719
205,2008,428
205,2009,435
205,2010,355
205,2011,221
205,2012,18
206,2004,14
206,2005,44
206,2006,124
206,2007,395
206,2008,589
206,2009,1702
206,2010,1575
206,2011,795
206,2012,24
208,2004,15
208,2005,10
208,2006,75
208,2007,91
208,2008,443
208,2009,479
208,2010,239
208,2011,81
208,2012,12
209,2005,17
209,2006,62
209,2007,187
209,2008,217
209,2009,249
209,2010,226
209,2011,57
209,2012,8
210,2004,59
210,2005,158
210,2006,218
210,2007,829
210,2008,1709
210,2009,1937
210,2010,1681
210,2011,1705
210,2012,670
211,2005,85
211,2006,209
211,2007,373
211,2008,609
211,2009,836
211,2010,562
211,2011,367
211,2012,83
212,2006,2
212,2007,21
212,2008,61
212,2009,93
212,2010,6
212,2011,5
213,2007,3
213,2008,15
213,2009,84
213,2010,49
213,2011,2
215,2005,63
215,2006,45
215,2007,149
215,2008,252
215,2009,191
215,2010,78
215,2011,41
215,2012,1
216,2004,2
216,2005,14
216,2006,170
216,2007,369
216,2008,894
216,2009,530
216,2010,207
216,2011,52
216,2012,1
218,2007,7
218,2008,39
218,2009,103
218,2010,166
219,2004,90
219,2005,246
219,2006,642
219,2007,884
219,2008,1508
219,2009,1197
219,2010,901
219,2011,158
219,2012,2
220,2004,5
220,2005,205
220,2006,279
220,2007,562
220,2008,762
220,2009,790
220,2010,468
220,2011,101
221,2004,21
221,2005,44
221,2006,44
221,2007,140
221,2008,228
221,2009,134
221,2010,141
221,2011,104
221,2012,12
222,2004,14
222,2005,65
222,2006,94
222,2007,604
222,2008,1514
222,2009,848
222,2010,446
222,2011,337
222,2012,40
223,2007,9
223,2008,27
223,2009,37
223,2010,26
223,2011,5
224,2004,13
224,2005,55
224,2006,97
224,2007,253
224,2008,475
224,2009,192
224,2010,170
224,2011,45
224,2012,9
225,2004,1
225,2005,3
225,2006,5
225,2007,23
225,2008,5
225,2009,84
225,2010,1
226,2004,5
226,2008,2
226,2009,1
227,2004,1685
227,2005,2441
227,2006,4358
227,2007,8171
227,2008,6767
227,2009,30346
227,2010,27303
227,2011,34234
227,2012,3045
228,2004,1
228,2005,34
228,2006,65
228,2007,54
228,2008,138
228,2009,154
228,2010,310
228,2011,297
228,2012,100
229,2004,4
229,2006,66
229,2007,52
229,2008,153
229,2009,311
229,2010,177
229,2011,28
232,2007,1
232,2008,2
232,2009,5
232,2010,16
232,2011,19
234,2010,4
235,2004,70
235,2005,283
235,2006,580
235,2007,1243
235,2008,2977
235,2009,2597
235,2010,2647
235,2011,2477
235,2012,384
236,2005,1
236,2006,11
236,2007,201
236,2008,429
236,2009,277
236,2010,29
236,2011,28
237,2004,7
237,2005,13
237,2006,17
237,2007,49
237,2008,53
237,2009,8
237,2010,16
238,2007,3
238,2008,17
238,2009,28
238,2010,48
238,2011,7
239,2004,13
239,2005,41
239,2006,117
239,2007,285
239,2008,584
239,2009,967
239,2010,466
239,2011,132
239,2012,4
241,2005,4
241,2006,17
241,2007,59
241,2008,108
241,2009,491
241,2010,466
241,2011,133
241,2012,5
242,2005,9
242,2006,31
242,2007,75
242,2008,93
242,2009,248
242,2010,398
242,2011,109
244,2004,6
244,2005,118
244,2006,207
244,2007,711
244,2008,2376
244,2009,2378
244,2010,767
244,2011,505
244,2012,109
245,2010,2
246,2006,49
246,2007,13
246,2008,42
246,2009,18
246,2010,37
246,2011,41
248,2004,32
248,2005,96
248,2006,164
248,2007,320
248,2008,1153
248,2009,2491
248,2010,1651
248,2011,473
248,2012,38
249,2006,7
249,2007,15
249,2008,24
249,2009,39
249,2010,26
249,2011,6
249,2012,3
250,2004,7
250,2005,102
250,2006,323
250,2007,1223
250,2008,2509
250,2009,7254
250,2010,4191
250,2011,2914
250,2012,848
251,2004,37
251,2005,29
251,2006,43
251,2007,235
251,2008,609
251,2009,731
251,2010,275
251,2011,23
252,2004,18
252,2005,54
252,2006,106
252,2007,346
252,2008,1501
252,2009,1139
252,2010,1338
252,2011,632
252,2012,40
254,2004,2
254,2005,4
254,2006,13
254,2007,104
254,2008,139
254,2009,287
254,2010,165
254,2011,34
254,2012,8
256,2006,4
256,2007,11
256,2008,22
256,2009,78
256,2010,35
256,2011,10
257,2004,238
257,2005,801
257,2006,2481
257,2007,5572
257,2008,12163
257,2009,30486
257,2010,19153
257,2011,8110
257,2012,984
261,2006,4
261,2007,131
261,2008,196
261,2009,356
261,2010,131
261,2011,48
261,2012,12
264,2004,212
264,2005,275
264,2006,412
264,2007,537
264,2008,824
264,2009,1858
264,2010,1170
264,2011,497
264,2012,47
266,2006,3
266,2007,92
266,2008,141
266,2009,112
266,2010,102
266,2011,7
267,2005,2
267,2006,42
267,2007,92
267,2008,294
267,2009,126
267,2010,53
267,2011,19
269,2006,37
269,2007,172
269,2008,313
269,2009,288
269,2010,177
269,2011,15
270,2005,8
270,2006,3
270,2007,9
270,2008,90
270,2009,205
270,2010,457
270,2011,136
270,2012,23
271,2005,24
271,2006,60
271,2007,86
271,2008,364
271,2009,884
271,2010,811
271,2011,458
271,2012,12
273,2004,24
273,2005,2
273,2006,245
273,2007,290
273,2008,95
273,2009,204
273,2010,584
273,2011,234
273,2012,13
277,2004,7
277,2005,28
277,2006,75
277,2007,105
277,2008,369
277,2009,327
277,2010,159
277,2011,56
279,2005,2
279,2006,1
279,2007,85
279,2008,160
279,2009,70
279,2011,17
280,2004,37
280,2005,31
280,2006,101
280,2007,432
280,2008,1624
280,2009,3562
280,2010,3277
280,2011,1071
280,2012,153
281,2009,2
283,2006,8
283,2007,133
283,2008,28
283,2009,39
283,2010,28
285,2004,5
285,2005,12
285,2006,59
285,2007,188
285,2008,370
285,2009,812
285,2010,481
285,2011,97
285,2012,14
289,2009,4
289,2010,6
289,2011,7
290,2006,30
290,2007,109
290,2008,1081
290,2009,2046
290,2010,1069
290,2011,764
290,2012,101
291,2008,4
291,2010,1
292,2004,2
292,2005,2
292,2006,52
292,2007,253
292,2008,518
292,2009,427
292,2010,151
292,2011,20
293,2006,21
293,2007,51
293,2008,77
293,2009,188
293,2010,252
293,2011,56
294,2004,2
294,2007,73
294,2008,181
294,2009,344
294,2010,216
294,2011,96
294,2012,14
295,2009,1
296,2005,12
296,2006,52
296,2007,208
296,2008,756
296,2009,2637
296,2010,2380
296,2011,757
296,2012,101
297,2005,52
297,2006,170
297,2007,236
297,2008,1297
297,2009,2743
297,2010,2192
297,2011,667
297,2012,58
298,2007,3
298,2008,13
298,2009,15
298,2010,35
298,2011,23
299,2005,9
299,2006,6
299,2007,102
299,2008,302
299,2009,469
299,2010,80
299,2011,33
299,2012,10
300,2007,5
300,2008,3
300,2009,2
300,2010,5
300,2011,13
301,2005,8
301,2006,9
301,2007,24
301,2008,80
301,2009,118
301,2010,104
301,2011,14
303,2004,13
303,2005,11
303,2006,37
303,2007,101
303,2008,211
303,2009,209
303,2010,79
303,2011,26
303,2012,11
305,2006,9
305,2007,49
305,2008,49
305,2009,84
305,2010,24
305,2012,2
307,2004,32
307,2005,1
307,2006,174
307,2007,586
307,2008,1583
307,2009,4984
307,2010,2353
307,2011,693
307,2012,163
310,2004,42
310,2005,116
310,2006,37
310,2007,342
310,2008,1048
310,2009,5243
310,2010,3177
310,2011,1285
310,2012,88
312,2004,8
312,2005,24
312,2006,55
312,2007,153
312,2008,623
312,2009,983
312,2010,474
312,2011,122
313,2004,15
313,2005,96
313,2006,543
313,2007,914
313,2008,1565
313,2009,1829
313,2010,1636
313,2011,749
313,2012,10
315,2005,75
315,2006,119
315,2007,366
315,2008,2891
315,2009,5356
315,2010,2610
315,2011,594
315,2012,115
318,2005,151
318,2006,35
318,2007,798
318,2008,2528
318,2009,3763
318,2010,1262
318,2011,229
318,2012,53
320,2004,160
320,2005,24
320,2006,216
320,2007,682
320,2008,3241
320,2009,2821
320,2010,1686
320,2011,782
320,2012,43
322,2005,1
322,2006,8
322,2007,58
322,2008,157
322,2009,275
322,2010,114
322,2011,38
322,2012,3
323,2004,7
323,2005,13
323,2006,23
323,2007,433
323,2008,2482
323,2009,2709
323,2010,1122
323,2011,382
323,2012,47
324,2004,14
324,2005,51
324,2006,171
324,2007,554
324,2008,3881
324,2009,5468
324,2010,2332
324,2011,402
324,2012,3
326,2004,3
326,2006,17
326,2007,153
326,2008,288
326,2009,550
326,2010,1958
326,2011,504
327,2004,6
327,2005,16
327,2006,75
327,2007,218
327,2008,663
327,2009,2205
327,2010,2890
327,2011,1043
327,2012,212
329,2007,7
329,2008,3
329,2009,17
329,2010,25
329,2011,39
330,2004,9
330,2005,2
330,2006,21
330,2007,93
330,2008,550
330,2009,852
330,2010,2090
330,2011,698
330,2012,43
331,2005,3
331,2006,13
331,2007,66
331,2008,376
331,2009,809
331,2010,1181
331,2011,108
332,2004,1
332,2007,32
332,2008,12
332,2009,95
332,2010,127
332,2011,7
333,2006,25
333,2007,113
333,2008,1163
333,2009,2830
333,2010,917
333,2011,472
333,2012,16
334,2007,2
335,2004,1
335,2005,5
335,2006,28
335,2007,73
335,2008,286
335,2009,499
335,2010,1182
335,2011,595
335,2012,98
336,2005,2
336,2006,14
336,2007,114
336,2008,215
336,2009,453
336,2010,663
336,2011,416
336,2012,24
337,2006,14
337,2007,21
337,2008,44
337,2009,118
337,2010,77
337,2011,3
338,2006,2
338,2007,5
338,2008,128
338,2009,151
338,2010,130
338,2011,55
340,2004,303
340,2005,917
340,2006,2000
340,2007,4527
340,2008,10252
340,2009,13126
340,2010,4597
340,2011,3795
340,2012,909
341,2004,5
341,2005,4
341,2006,163
341,2007,233
341,2008,596
341,2009,1485
341,2010,2602
341,2011,395
341,2012,4
342,2004,1
342,2005,75
342,2006,79
342,2007,535
342,2008,1245
342,2009,4128
342,2010,2194
342,2011,937
342,2012,174
343,2005,7
343,2006,70
343,2007,1075
343,2008,2215
343,2009,3502
343,2010,928
343,2011,393
343,2012,96
345,2004,785
345,2005,1634
345,2006,4857
345,2007,11183
345,2008,9357
345,2009,8009
345,2010,3461
345,2011,2057
345,2012,820
346,2006,7
346,2008,5
346,2009,1
347,2004,23
347,2005,77
347,2006,172
347,2007,860
347,2008,2702
347,2009,3941
347,2010,3677
347,2011,1205
347,2012,37
348,2004,196
348,2005,759
348,2006,3283
348,2007,4763
348,2008,7335
348,2009,8661
348,2010,4117
348,2011,877
348,2012,269
349,2004,15
349,2005,144
349,2006,384
349,2007,754
349,2008,1906
349,2009,2704
349,2010,1724
349,2011,984
349,2012,250
351,2005,50
351,2006,87
351,2007,213
351,2008,505
351,2009,1291
351,2010,1284
351,2011,372
351,2012,39
352,2007,1
352,2008,22
352,2009,64
352,2010,2
352,2011,14
353,2005,13
353,2006,68
353,2007,235
353,2008,1105
353,2009,993
353,2010,717
353,2011,228
353,2012,14
355,2004,4
355,2005,73
355,2006,320
355,2007,859
355,2008,802
355,2009,616
355,2010,181
355,2011,68
355,2012,6
356,2004,1
356,2005,147
356,2006,231
356,2007,614
356,2008,2138
356,2009,3861
356,2010,3008
356,2011,1162
356,2012,239
358,2004,170
358,2005,863
358,2006,1053
358,2007,1694
358,2008,2518
358,2009,2482
358,2010,794
358,2011,823
358,2012,77
359,2004,4
359,2005,25
359,2006,415
359,2007,1226
359,2008,2764
359,2009,5838
359,2010,5503
359,2011,3091
359,2012,86
360,2004,31
360,2005,38
360,2006,63
360,2007,869
360,2008,1991
360,2009,2316
360,2010,1976
360,2011,696
360,2012,80
361,2004,19
361,2005,106
361,2006,365
361,2007,1085
361,2008,5035
361,2009,8076
361,2010,9071
361,2011,1049
361,2012,29
362,2004,130
362,2005,45
362,2006,288
362,2007,947
362,2008,3549
362,2009,8060
362,2010,4850
362,2011,3415
362,2012,413
363,2004,4
363,2006,27
363,2007,229
363,2008,2012
363,2009,2374
363,2010,1250
363,2011,564
363,2012,61
364,2010,5
365,2004,22
365,2005,35
365,2006,167
365,2007,661
365,2008,3634
365,2009,9425
365,2010,11581
365,2011,4840
365,2012,365
366,2005,35
366,2006,183
366,2007,272
366,2008,450
366,2009,384
366,2010,175
366,2011,95
366,2012,45
367,2005,5
367,2006,43
367,2007,170
367,2008,469
367,2009,861
367,2010,763
367,2011,229
367,2012,46
368,2004,2
368,2006,7
368,2007,18
368,2008,237
368,2009,275
368,2010,242
368,2011,71
368,2012,9
369,2004,12
369,2005,51
369,2006,153
369,2007,248
369,2008,606
369,2009,911
369,2010,751
369,2011,407
369,2012,47
370,2004,1908
370,2005,4549
370,2006,6768
370,2007,14689
370,2008,14235
370,2009,17265
370,2010,6442
370,2011,2554
370,2012,202
372,2005,27
372,2006,39
372,2007,36
372,2008,265
372,2009,860
372,2010,687
372,2011,247
372,2012,12
373,2007,15
373,2009,2
374,2004,6
374,2006,173
374,2007,361
374,2008,705
374,2009,761
374,2010,391
374,2011,55
374,2012,4
375,2004,356
375,2005,1077
375,2006,2211
375,2007,5140
375,2008,6024
375,2009,4076
375,2010,2767
375,2011,1600
375,2012,466
376,2004,12
376,2005,28
376,2006,39
376,2007,29
376,2008,82
376,2009,56
376,2010,20
376,2011,16
377,2007,32
377,2008,36
377,2009,115
377,2010,163
377,2011,135
377,2012,52
378,2004,8
378,2006,49
378,2007,215
378,2008,528
378,2009,3407
378,2010,2204
378,2011,591
378,2012,3
379,2004,124
379,2005,766
379,2006,1328
379,2007,2431
379,2008,2668
379,2009,1165
379,2010,540
379,2011,235
379,2012,39
380,2004,61
380,2005,345
380,2006,622
380,2007,968
380,2008,1016
380,2009,633
380,2010,425
380,2011,77
381,2004,133
381,2005,575
381,2006,2009
381,2007,3603
381,2008,6280
381,2009,3108
381,2010,1537
381,2011,174
381,2012,178
382,2004,378
382,2005,1102
382,2006,2686
382,2007,8741
382,2008,14121
382,2009,9578
382,2010,6070
382,2011,3613
382,2012,300
383,2005,12
383,2006,186
383,2007,81
383,2008,71
383,2009,232
383,2010,110
383,2011,53
384,2004,4
384,2005,15
384,2006,45
384,2007,114
384,2008,396
384,2009,533
384,2010,204
384,2011,57
384,2012,4
385,2004,9
385,2005,33
385,2006,310
385,2007,407
385,2008,1266
385,2009,4866
385,2010,3614
385,2011,1495
385,2012,233
386,2004,152
386,2005,114
386,2006,355
386,2007,581
386,2008,339
386,2009,346
386,2010,151
386,2011,37
386,2012,10
388,2008,62
388,2009,12
388,2010,58
392,2006,244
392,2007,77
392,2008,497
392,2009,250
392,2010,171
392,2011,7
396,2005,4
396,2006,37
396,2007,114
396,2008,418
396,2009,517
396,2010,1042
396,2011,649
396,2012,53
398,2004,44
398,2005,90
398,2006,183
398,2007,909
398,2008,2142
398,2009,1998
398,2010,792
398,2011,152
398,2012,93
399,2004,2
399,2005,17
399,2006,153
399,2007,750
399,2008,2532
399,2009,3385
399,2010,2207
399,2011,810
399,2012,84
400,2005,3
400,2006,18
400,2007,195
400,2008,243
400,2009,125
400,2010,82
400,2011,12
400,2012,13
401,2004,15
401,2005,8
401,2006,34
401,2007,155
401,2008,278
401,2009,295
401,2010,177
401,2011,104
401,2012,27
402,2004,13
402,2007,8
402,2008,31
402,2009,30
402,2010,47
402,2011,19
403,2004,18
403,2005,19
403,2006,53
403,2007,68
403,2008,332
403,2009,410
403,2010,109
403,2011,71
403,2012,5
404,2005,2
404,2006,7
404,2007,95
404,2008,165
404,2009,249
404,2010,404
404,2011,229
404,2012,62
405,2004,1
405,2005,8
405,2006,34
405,2007,91
405,2008,213
405,2009,579
405,2010,356
405,2011,164
405,2012,1
406,2007,51
406,2008,113
406,2009,149
406,2010,35
406,2011,24
406,2012,12
407,2005,2
407,2006,16
407,2007,22
407,2008,127
407,2009,228
407,2010,225
407,2011,148
408,2006,7
408,2007,80
408,2008,532
408,2009,132
408,2010,11
408,2011,32
409,2005,8
409,2007,80
409,2008,84
409,2009,70
409,2010,18
409,2011,41
410,2006,5
410,2007,22
410,2008,107
410,2009,153
410,2010,175
410,2011,105
411,2004,16
411,2005,18
411,2006,72
411,2007,168
411,2008,332
411,2009,434
411,2010,175
411,2011,19
412,2006,4
412,2007,20
412,2008,22
412,2009,11
412,2010,4
412,2012,1
413,2006,5
413,2007,6
413,2009,1
414,2005,46
414,2006,46
414,2007,264
414,2008,1229
414,2009,533
414,2010,151
414,2011,56
415,2004,2
415,2005,24
415,2006,137
415,2007,1462
415,2008,2552
415,2009,2230
415,2010,390
415,2011,142
415,2012,22
416,2004,3
416,2005,79
416,2006,40
416,2007,577
416,2008,1886
416,2009,1553
416,2010,608
416,2011,238
416,2012,3
417,2004,41
417,2005,133
417,2006,638
417,2007,1001
417,2008,1308
417,2009,1179
417,2010,393
417,2011,48
418,2005,4
418,2006,9
418,2007,32
418,2008,210
418,2009,245
418,2010,67
418,2011,1
418,2012,8
419,2005,1
419,2006,6
419,2007,14
419,2008,55
419,2009,46
419,2010,18
419,2011,7
420,2005,7
420,2006,17
420,2007,6
420,2008,64
420,2009,87
420,2010,115
420,2011,13
422,2004,288
422,2005,860
422,2006,664
422,2007,1027
422,2008,1677
422,2009,1804
422,2010,1502
422,2011,1019
422,2012,99
423,2004,3
423,2005,37
423,2006,118
423,2007,310
423,2008,568
423,2009,912
423,2010,1325
423,2011,603
423,2012,79
424,2004,1151
424,2005,1410
424,2006,3123
424,2007,3171
424,2008,5417
424,2009,5672
424,2010,3965
424,2011,2823
424,2012,858
425,2004,15
425,2005,44
425,2006,77
425,2007,256
425,2008,385
425,2009,512
425,2010,473
425,2011,225
425,2012,30
426,2004,33
426,2005,84
426,2006,280
426,2007,261
426,2008,501
426,2009,379
426,2010,288
426,2011,168
426,2012,5
427,2004,104
427,2005,146
427,2006,464
427,2007,1433
427,2008,2377
427,2009,1655
427,2010,826
427,2011,441
427,2012,37
428,2004,127
428,2005,664
428,2006,1900
428,2007,2181
428,2008,3307
428,2009,4117
428,2010,2666
428,2011,1565
428,2012,166
429,2004,88
429,2005,233
429,2006,1158
429,2007,974
429,2008,1413
429,2009,1837
429,2010,855
429,2011,906
429,2012,157
430,2004,48
430,2005,94
430,2006,240
430,2007,699
430,2008,1353
430,2009,2355
430,2010,1742
430,2011,357
430,2012,23
431,2004,9
431,2005,24
431,2006,126
431,2007,175
431,2008,255
431,2009,161
