uspc_class,only_year,cited_num
2,2004,156
2,2005,698
2,2006,858
2,2007,1159
2,2008,623
2,2009,536
2,2010,551
2,2011,452
2,2012,283
2,2013,21
4,2004,42
4,2005,217
4,2006,293
4,2007,341
4,2008,194
4,2009,174
4,2010,161
4,2011,143
4,2012,99
5,2004,36
5,2005,353
5,2006,1362
5,2007,1582
5,2008,1527
5,2009,1046
5,2010,970
5,2011,1066
5,2012,560
5,2013,33
7,2007,8
7,2008,57
7,2009,20
7,2010,4
7,2011,24
7,2012,2
8,2004,25
8,2005,99
8,2006,226
8,2007,261
8,2008,380
8,2009,466
8,2010,178
8,2011,83
8,2012,312
8,2013,19
12,2005,1
12,2006,29
12,2007,17
12,2008,56
12,2009,66
12,2010,66
12,2011,29
12,2012,13
14,2005,4
14,2006,34
14,2007,48
14,2008,133
14,2009,41
14,2010,90
14,2011,48
14,2012,37
14,2013,2
15,2004,841
15,2005,998
15,2006,1571
15,2007,1950
15,2008,1468
15,2009,1120
15,2010,1673
15,2011,1354
15,2012,429
15,2013,50
16,2004,9
16,2005,89
16,2006,368
16,2007,811
16,2008,884
16,2009,276
16,2010,489
16,2011,499
16,2012,209
16,2013,50
19,2004,1
19,2005,53
19,2006,7
19,2007,11
19,2008,28
19,2009,8
19,2010,4
19,2011,5
19,2012,18
23,2005,6
23,2006,1
23,2007,44
23,2008,3
23,2009,1
23,2010,6
23,2011,3
23,2012,1
24,2004,1
24,2005,55
24,2006,419
24,2007,1112
24,2008,402
24,2009,555
24,2010,449
24,2011,451
24,2012,206
24,2013,13
26,2006,17
26,2007,2
26,2009,1
26,2010,1
26,2012,2
27,2005,4
27,2006,4
27,2007,19
27,2008,73
27,2009,37
27,2010,10
27,2011,56
27,2012,8
28,2006,37
28,2007,26
28,2008,13
28,2009,17
28,2010,27
28,2011,7
28,2012,8
29,2004,271
29,2005,1084
29,2006,2584
29,2007,3566
29,2008,2650
29,2009,1979
29,2010,2302
29,2011,1974
29,2012,839
29,2013,18
30,2004,52
30,2005,207
30,2006,358
30,2007,680
30,2008,520
30,2009,366
30,2010,488
30,2011,251
30,2012,107
30,2013,26
33,2005,19
33,2006,106
33,2007,994
33,2008,1528
33,2009,921
33,2010,496
33,2011,673
33,2012,599
33,2013,27
34,2004,21
34,2005,287
34,2006,887
34,2007,1144
34,2008,606
34,2009,141
34,2010,369
34,2011,436
34,2012,109
34,2013,37
36,2004,47
36,2005,258
36,2006,1293
36,2007,1821
36,2008,829
36,2009,760
36,2010,988
36,2011,367
36,2012,207
36,2013,16
37,2004,12
37,2005,111
37,2006,298
37,2007,559
37,2008,441
37,2009,199
37,2010,213
37,2011,70
37,2012,100
38,2004,19
38,2005,1
38,2006,1
38,2007,51
38,2008,30
38,2009,16
38,2010,35
38,2011,45
38,2012,10
40,2004,12
40,2005,103
40,2006,194
40,2007,546
40,2008,407
40,2009,188
40,2010,205
40,2011,236
40,2012,180
40,2013,23
42,2004,99
42,2005,315
42,2006,574
42,2007,897
42,2008,815
42,2009,569
42,2010,552
42,2011,1169
42,2012,399
42,2013,6
43,2004,10
43,2005,82
43,2006,148
43,2007,344
43,2008,449
43,2009,201
43,2010,205
43,2011,98
43,2012,103
43,2013,3
44,2004,92
44,2005,113
44,2006,152
44,2007,210
44,2008,158
44,2009,132
44,2010,175
44,2011,190
44,2012,108
44,2013,40
47,2004,11
47,2005,94
47,2006,130
47,2007,210
47,2008,259
47,2009,210
47,2010,280
47,2011,166
47,2012,129
47,2013,6
48,2004,18
48,2005,64
48,2006,284
48,2007,334
48,2008,157
48,2009,394
48,2010,283
48,2011,10
48,2012,39
48,2013,1
49,2004,72
49,2005,196
49,2006,335
49,2007,391
49,2008,267
49,2009,228
49,2010,352
49,2011,359
49,2012,169
49,2013,12
51,2004,3
51,2005,34
51,2006,14
51,2007,112
51,2008,82
51,2009,58
51,2010,112
51,2011,53
51,2012,16
51,2013,1
52,2004,768
52,2005,1943
52,2006,2556
52,2007,4362
52,2008,3036
52,2009,2357
52,2010,2608
52,2011,2916
52,2012,1874
52,2013,345
53,2004,129
53,2005,204
53,2006,315
53,2007,539
53,2008,889
53,2009,706
53,2010,508
53,2011,123
53,2012,167
54,2007,5
54,2008,7
54,2009,7
54,2010,5
54,2012,1
55,2004,52
55,2005,168
55,2006,1035
55,2007,1875
55,2008,1436
55,2009,884
55,2010,768
55,2011,528
55,2012,490
55,2013,42
56,2004,44
56,2005,106
56,2006,288
56,2007,297
56,2008,576
56,2009,692
56,2010,269
56,2011,217
56,2012,172
56,2013,5
57,2005,3
57,2006,121
57,2007,42
57,2008,67
57,2009,299
57,2010,76
57,2011,76
57,2012,47
57,2013,12
59,2005,3
59,2006,15
59,2007,76
59,2008,109
59,2009,106
59,2010,29
59,2011,26
59,2012,40
59,2013,15
60,2004,384
60,2005,2137
60,2006,5782
60,2007,5197
60,2008,2925
60,2009,3401
60,2010,3023
60,2011,2174
60,2012,740
60,2013,133
62,2004,301
62,2005,1198
62,2006,2175
62,2007,2117
62,2008,1862
62,2009,1379
62,2010,1350
62,2011,535
62,2012,377
63,2005,7
63,2006,33
63,2007,43
63,2008,20
63,2009,34
63,2010,13
63,2011,20
63,2012,15
63,2013,3
65,2004,14
65,2005,183
65,2006,149
65,2007,191
65,2008,181
65,2009,84
65,2010,203
65,2011,266
65,2012,146
65,2013,3
66,2004,63
66,2005,11
66,2006,82
66,2007,68
66,2008,116
66,2009,128
66,2010,32
66,2011,132
66,2012,36
68,2004,40
68,2005,123
68,2006,207
68,2007,155
68,2008,150
68,2009,178
68,2010,120
68,2011,86
68,2012,34
69,2006,5
69,2007,3
69,2008,1
69,2009,1
69,2011,3
69,2012,3
70,2004,27
70,2005,92
70,2006,226
70,2007,587
70,2008,716
70,2009,358
70,2010,336
70,2011,329
70,2012,156
71,2004,14
71,2005,19
71,2006,92
71,2007,212
71,2008,61
71,2009,5
71,2010,70
71,2011,59
71,2012,77
71,2013,1
72,2004,2
72,2005,61
72,2006,319
72,2007,438
72,2008,400
72,2009,467
72,2010,417
72,2011,242
72,2012,122
73,2004,134
73,2005,441
73,2006,1992
73,2007,6010
73,2008,6270
73,2009,3836
73,2010,4339
73,2011,2869
73,2012,767
73,2013,64
74,2004,218
74,2005,368
74,2006,785
74,2007,1134
74,2008,868
74,2009,591
74,2010,974
74,2011,745
74,2012,101
74,2013,38
75,2004,24
75,2005,70
75,2006,166
75,2007,406
75,2008,206
75,2009,222
75,2010,331
75,2011,120
75,2012,29
76,2004,9
76,2005,53
76,2006,28
76,2007,28
76,2008,17
76,2009,10
76,2011,23
76,2012,13
81,2004,13
81,2005,17
81,2006,107
81,2007,648
81,2008,727
81,2009,372
81,2010,355
81,2011,293
81,2012,77
81,2013,6
82,2004,12
82,2005,30
82,2006,81
82,2007,85
82,2008,49
82,2009,22
82,2010,123
82,2011,29
82,2012,15
83,2004,304
83,2005,218
83,2006,304
83,2007,382
83,2008,462
83,2009,196
83,2010,256
83,2011,177
83,2012,131
84,2004,26
84,2005,256
84,2006,422
84,2007,861
84,2008,1552
84,2009,1088
84,2010,552
84,2011,747
84,2012,322
84,2013,24
86,2005,5
86,2006,11
86,2007,4
86,2008,11
86,2009,7
86,2011,17
86,2012,3
86,2013,5
87,2006,10
87,2007,6
87,2008,31
87,2009,24
87,2010,6
87,2011,76
87,2012,72
89,2004,26
89,2005,140
89,2006,231
89,2007,797
89,2008,522
89,2009,305
89,2010,427
89,2011,589
89,2012,200
89,2013,12
91,2004,2
91,2005,25
91,2006,14
91,2007,61
91,2008,27
91,2009,22
91,2010,30
91,2011,31
91,2012,6
92,2004,4
92,2005,4
92,2006,35
92,2007,213
92,2008,123
92,2009,95
92,2010,38
92,2011,49
92,2012,7
95,2004,6
95,2005,95
95,2006,812
95,2007,1489
95,2008,1832
95,2009,607
95,2010,877
95,2011,760
95,2012,337
95,2013,30
96,2004,11
96,2005,22
96,2006,498
96,2007,707
96,2008,456
96,2009,431
96,2010,441
96,2011,379
96,2012,169
96,2013,10
99,2004,126
99,2005,522
99,2006,782
99,2007,639
99,2008,224
99,2009,239
99,2010,323
99,2011,130
99,2012,53
100,2004,2
100,2005,6
100,2006,28
100,2007,72
100,2008,77
100,2009,64
100,2010,69
100,2011,41
100,2012,33
101,2004,49
101,2005,47
101,2006,188
101,2007,221
101,2008,221
101,2009,148
101,2010,166
101,2011,95
101,2012,37
101,2013,2
102,2004,38
102,2005,129
102,2006,138
102,2007,337
102,2008,326
102,2009,215
102,2010,386
102,2011,340
102,2012,154
104,2004,17
104,2005,20
104,2006,84
104,2007,130
104,2008,155
104,2009,122
104,2010,143
104,2011,152
104,2012,61
104,2013,19
105,2004,4
105,2005,19
105,2006,150
105,2007,214
105,2008,314
105,2009,121
105,2010,145
105,2011,151
105,2012,38
105,2013,8
106,2004,306
106,2005,280
106,2006,734
106,2007,1102
106,2008,661
106,2009,970
106,2010,890
106,2011,504
106,2012,340
106,2013,61
108,2004,57
108,2005,159
108,2006,220
108,2007,508
108,2008,240
108,2009,73
108,2010,107
108,2011,342
108,2012,271
108,2013,3
109,2005,2
109,2006,15
109,2007,12
109,2008,10
109,2009,11
109,2010,11
109,2011,14
109,2012,45
110,2004,2
110,2005,69
110,2006,131
110,2007,63
110,2008,35
110,2009,24
110,2010,60
110,2011,20
110,2012,9
111,2004,5
111,2005,6
111,2006,32
111,2007,171
111,2008,262
111,2009,352
111,2010,279
111,2011,183
111,2012,67
112,2005,26
112,2006,27
112,2007,219
112,2008,238
112,2009,48
112,2010,106
112,2011,68
112,2012,94
112,2013,3
114,2004,1
114,2005,53
114,2006,164
114,2007,211
114,2008,430
114,2009,261
114,2010,211
114,2011,190
114,2012,65
114,2013,107
116,2005,21
116,2006,21
116,2007,140
116,2008,174
116,2009,83
116,2010,72
116,2011,64
116,2012,24
117,2004,9
117,2005,120
117,2006,376
117,2007,322
117,2008,201
117,2009,179
117,2010,105
117,2011,92
117,2012,70
117,2013,2
118,2004,467
118,2005,682
118,2006,1348
118,2007,834
118,2008,515
118,2009,568
118,2010,573
118,2011,335
118,2012,129
118,2013,7
119,2004,29
119,2005,81
119,2006,533
119,2007,882
119,2008,735
119,2009,335
119,2010,394
119,2011,372
119,2012,294
119,2013,12
122,2005,28
122,2006,87
122,2007,207
122,2008,122
122,2009,117
122,2010,29
122,2011,4
123,2004,8
123,2005,393
123,2006,1044
123,2007,2936
123,2008,4777
123,2009,2809
123,2010,3238
123,2011,1163
123,2012,1314
123,2013,37
124,2004,6
124,2005,140
124,2006,323
124,2007,536
124,2008,486
124,2009,306
124,2010,279
124,2011,391
124,2012,119
124,2013,9
125,2005,24
125,2006,31
125,2007,62
125,2008,47
125,2009,16
125,2010,53
125,2011,25
125,2012,7
126,2004,35
126,2005,223
126,2006,347
126,2007,409
126,2008,364
126,2009,372
126,2010,284
126,2011,136
126,2012,10
127,2006,28
127,2007,43
127,2008,61
127,2009,36
127,2010,26
127,2011,28
127,2012,32
128,2004,1428
128,2005,3142
128,2006,5258
128,2007,3191
128,2008,3476
128,2009,2777
128,2010,2226
128,2011,1099
128,2012,1180
128,2013,185
131,2004,73
131,2005,215
131,2006,471
131,2007,865
131,2008,113
131,2009,407
131,2010,342
131,2011,515
131,2012,107
132,2004,2
132,2005,102
132,2006,101
132,2007,164
132,2008,77
132,2009,66
132,2010,135
132,2011,211
132,2012,55
132,2013,5
134,2004,67
134,2005,253
134,2006,488
134,2007,941
134,2008,476
134,2009,505
134,2010,479
134,2011,198
134,2012,133
134,2013,40
135,2004,31
135,2005,48
135,2006,119
135,2007,307
135,2008,402
135,2009,335
135,2010,219
135,2011,247
135,2012,105
136,2004,286
136,2005,606
136,2006,620
136,2007,541
136,2008,739
136,2009,539
136,2010,375
136,2011,225
136,2012,164
136,2013,1
137,2004,88
137,2005,460
137,2006,1033
137,2007,1614
137,2008,993
137,2009,807
137,2010,1456
137,2011,882
137,2012,148
137,2013,51
138,2004,66
138,2005,55
138,2006,129
138,2007,235
138,2008,221
138,2009,339
138,2010,130
138,2011,169
138,2012,72
138,2013,3
139,2006,53
139,2007,82
139,2008,151
139,2009,123
139,2010,36
139,2011,34
139,2012,38
140,2006,27
140,2007,10
140,2008,15
140,2009,7
140,2010,18
141,2004,12
141,2005,175
141,2006,1141
141,2007,875
141,2008,412
141,2009,491
141,2010,643
141,2011,298
141,2012,289
144,2005,23
144,2006,76
144,2007,130
144,2008,179
144,2009,99
144,2010,27
144,2011,61
144,2012,9
148,2004,76
148,2005,339
148,2006,416
148,2007,399
148,2008,304
148,2009,224
148,2010,296
148,2011,278
148,2012,143
149,2004,16
149,2005,18
149,2006,24
149,2007,20
149,2008,48
149,2009,9
149,2010,12
149,2011,16
149,2012,34
149,2013,2
150,2004,13
150,2005,7
150,2006,34
150,2007,29
150,2008,38
150,2009,10
150,2010,12
150,2011,14
150,2012,3
152,2004,1
152,2005,56
152,2006,166
152,2007,243
152,2008,219
152,2009,119
152,2010,277
152,2011,138
152,2012,32
156,2004,438
156,2005,934
156,2006,1735
156,2007,1949
156,2008,1260
156,2009,1234
156,2010,1276
156,2011,1057
156,2012,685
156,2013,13
157,2005,2
157,2006,17
157,2007,2
157,2008,44
157,2009,11
157,2010,37
157,2011,10
157,2012,9
159,2006,10
159,2007,15
159,2008,6
159,2010,6
160,2004,59
160,2005,135
160,2006,369
160,2007,717
160,2008,422
160,2009,210
160,2010,302
160,2011,602
160,2012,121
162,2004,86
162,2005,322
162,2006,448
162,2007,1135
162,2008,593
162,2009,760
162,2010,646
162,2011,558
162,2012,878
162,2013,16
164,2004,21
164,2005,32
164,2006,277
164,2007,421
164,2008,263
164,2009,44
164,2010,115
164,2011,117
164,2012,57
165,2004,121
165,2005,336
165,2006,1325
165,2007,737
165,2008,584
165,2009,531
165,2010,188
165,2011,45
165,2012,68
165,2013,22
166,2004,139
166,2005,1147
166,2006,3561
166,2007,8841
166,2008,8618
166,2009,4086
166,2010,5624
166,2011,1867
166,2012,1717
166,2013,247
168,2006,4
168,2007,1
168,2009,2
168,2010,4
169,2004,9
169,2005,33
169,2006,205
169,2007,115
169,2008,155
169,2009,99
169,2010,82
169,2011,38
169,2012,27
171,2006,118
171,2007,6
171,2008,7
171,2009,2
171,2010,1
171,2011,2
172,2004,20
172,2005,51
172,2006,92
172,2007,87
172,2008,290
172,2009,150
172,2010,426
172,2011,130
172,2012,149
172,2013,5
173,2004,34
173,2005,79
173,2006,743
173,2007,1432
173,2008,874
173,2009,428
173,2010,848
173,2011,144
173,2012,290
173,2013,19
174,2004,87
174,2005,122
174,2006,700
174,2007,1776
174,2008,2841
174,2009,2040
174,2010,1992
174,2011,1243
174,2012,316
174,2013,6
175,2004,146
175,2005,345
175,2006,1134
175,2007,1955
175,2008,2539
175,2009,1234
175,2010,1003
175,2011,289
175,2012,432
175,2013,37
177,2004,9
177,2005,1
177,2006,33
177,2007,141
177,2008,230
177,2009,104
177,2010,162
177,2011,52
178,2004,94
178,2006,27
178,2007,36
178,2008,55
178,2009,218
178,2010,69
178,2011,25
180,2004,95
180,2005,532
180,2006,2132
180,2007,3439
180,2008,3138
180,2009,1848
180,2010,1898
180,2011,2036
180,2012,1100
180,2013,85
181,2004,27
181,2005,98
181,2006,443
181,2007,451
181,2008,722
181,2009,364
181,2010,182
181,2011,540
181,2012,493
181,2013,49
182,2004,33
182,2005,86
182,2006,230
182,2007,131
182,2008,116
182,2009,63
182,2010,200
182,2011,64
182,2012,44
184,2004,8
184,2005,85
184,2006,66
184,2007,153
184,2008,101
184,2009,49
184,2010,46
184,2011,25
184,2012,17
185,2006,8
185,2008,15
185,2010,7
186,2007,4
186,2009,1
186,2010,13
186,2011,1
187,2004,11
187,2005,62
187,2006,219
187,2007,781
187,2008,358
187,2009,197
187,2010,599
187,2011,291
187,2012,131
187,2013,11
188,2004,43
188,2005,166
188,2006,544
188,2007,638
188,2008,419
188,2009,337
188,2010,488
188,2011,329
188,2012,111
188,2013,23
190,2005,11
190,2006,67
190,2007,32
190,2008,91
190,2009,50
190,2010,45
190,2011,38
190,2012,2
191,2006,4
191,2007,34
191,2008,16
191,2009,15
191,2010,66
191,2011,100
191,2012,1
192,2005,30
192,2006,253
192,2007,541
192,2008,244
192,2009,331
192,2010,458
192,2011,140
192,2012,79
192,2013,5
193,2004,1
193,2006,1
193,2007,13
193,2008,32
193,2009,5
193,2010,24
193,2011,53
193,2012,9
194,2004,114
194,2005,134
194,2006,120
194,2007,145
194,2008,255
194,2009,111
194,2010,56
194,2011,43
194,2012,108
196,2007,12
196,2009,16
196,2010,19
196,2011,16
196,2012,5
198,2004,20
198,2005,121
198,2006,324
198,2007,763
198,2008,1337
198,2009,772
198,2010,705
198,2011,652
198,2012,349
198,2013,57
200,2004,14
200,2005,64
200,2006,567
200,2007,1422
200,2008,1694
200,2009,380
200,2010,752
200,2011,551
200,2012,569
200,2013,41
201,2004,2
201,2006,17
201,2007,157
201,2008,29
201,2009,156
201,2010,40
201,2011,10
201,2012,13
201,2013,1
202,2005,16
202,2006,57
202,2007,46
202,2008,72
202,2009,28
202,2010,91
202,2011,2
202,2012,15
203,2004,20
203,2005,40
203,2006,197
203,2007,113
203,2008,9
203,2009,59
203,2010,127
203,2011,36
203,2012,1
204,2004,523
204,2005,744
204,2006,1274
204,2007,816
204,2008,515
204,2009,615
204,2010,501
204,2011,573
204,2012,370
204,2013,13
205,2004,124
205,2005,473
205,2006,746
205,2007,325
205,2008,455
205,2009,360
205,2010,309
205,2011,425
205,2012,364
206,2004,133
206,2005,425
206,2006,1028
206,2007,1548
206,2008,1244
206,2009,959
206,2010,2523
206,2011,932
206,2012,812
206,2013,12
208,2004,188
208,2005,322
208,2006,494
208,2007,575
208,2008,550
208,2009,352
208,2010,361
208,2011,335
208,2012,75
208,2013,16
209,2004,63
209,2005,162
209,2006,217
209,2007,602
209,2008,291
209,2009,331
209,2010,209
209,2011,225
209,2012,40
209,2013,1
210,2004,280
210,2005,834
210,2006,1521
210,2007,2498
210,2008,2946
210,2009,2266
210,2010,1868
210,2011,1012
210,2012,1136
210,2013,84
211,2004,110
211,2005,349
211,2006,705
211,2007,1165
211,2008,534
211,2009,538
211,2010,472
211,2011,538
211,2012,435
211,2013,48
212,2005,4
212,2006,15
212,2007,54
212,2008,94
212,2009,42
212,2010,30
212,2011,34
213,2005,21
213,2006,28
213,2007,41
213,2008,25
213,2009,20
213,2010,31
213,2011,39
213,2012,39
213,2013,14
215,2004,81
215,2005,242
215,2006,372
215,2007,330
215,2008,158
215,2009,132
215,2010,153
215,2011,126
215,2012,102
215,2013,2
216,2004,70
216,2005,89
216,2006,479
216,2007,999
216,2008,394
216,2009,400
216,2010,607
216,2011,610
216,2012,127
217,2007,4
217,2010,10
218,2005,3
218,2006,20
218,2007,117
218,2008,74
218,2009,19
218,2010,29
218,2011,50
218,2012,5
218,2013,5
219,2004,313
219,2005,1391
219,2006,1893
219,2007,2101
219,2008,1126
219,2009,1236
219,2010,1618
219,2011,478
219,2012,161
219,2013,56
220,2004,194
220,2005,655
220,2006,1695
220,2007,879
220,2008,689
220,2009,664
220,2010,774
220,2011,697
220,2012,374
220,2013,49
221,2004,81
221,2005,141
221,2006,381
221,2007,683
221,2008,244
221,2009,244
221,2010,286
221,2011,68
221,2012,35
222,2004,219
222,2005,667
222,2006,1318
222,2007,1273
222,2008,805
222,2009,1065
222,2010,1084
222,2011,716
222,2012,562
222,2013,23
223,2005,37
223,2006,18
223,2007,19
223,2008,69
223,2009,8
223,2010,46
223,2011,28
223,2012,4
224,2004,98
224,2005,248
224,2006,256
224,2007,347
224,2008,151
224,2009,112
224,2010,388
224,2011,269
224,2012,79
224,2013,3
225,2005,13
225,2006,55
225,2007,54
225,2008,2
225,2009,14
225,2010,24
225,2011,6
225,2012,6
226,2006,2
226,2007,15
226,2008,94
226,2009,6
226,2010,3
227,2004,8
227,2005,16792
227,2006,21795
227,2007,32712
227,2008,53311
227,2009,23399
227,2010,23221
227,2011,13516
227,2012,17120
227,2013,192
228,2004,94
228,2005,125
228,2006,346
228,2007,545
228,2008,689
228,2009,333
228,2010,290
228,2011,127
228,2012,318
228,2013,21
229,2004,61
229,2005,205
229,2006,527
229,2007,423
229,2008,251
229,2009,231
229,2010,274
229,2011,82
229,2012,111
231,2008,1
232,2004,17
232,2005,11
232,2006,5
232,2007,9
232,2008,12
232,2009,37
232,2010,7
232,2011,11
232,2012,2
232,2013,3
234,2006,13
234,2007,7
234,2010,2
234,2012,1
235,2004,279
235,2005,1761
235,2006,4743
235,2007,7063
235,2008,4085
235,2009,3668
235,2010,4322
235,2011,7550
235,2012,3985
235,2013,227
236,2004,211
236,2005,530
236,2006,682
236,2007,1185
236,2008,521
236,2009,261
236,2010,186
236,2011,48
236,2012,278
237,2004,71
237,2005,49
237,2006,26
237,2007,81
237,2008,34
237,2009,69
237,2011,7
238,2005,3
238,2006,43
238,2007,54
238,2008,35
238,2009,34
238,2010,12
238,2011,31
238,2012,1
239,2004,238
239,2005,502
239,2006,651
239,2007,1158
239,2008,1135
239,2009,496
239,2010,399
239,2011,355
239,2012,126
241,2004,38
241,2005,96
241,2006,358
241,2007,563
241,2008,489
241,2009,369
241,2010,426
241,2011,253
241,2012,131
241,2013,5
242,2004,2
242,2005,19
242,2006,278
242,2007,337
242,2008,456
242,2009,380
242,2010,287
242,2011,172
242,2012,101
242,2013,6
244,2004,53
244,2005,504
244,2006,1507
244,2007,2595
244,2008,1179
244,2009,1074
244,2010,1791
244,2011,1007
244,2012,612
244,2013,63
245,2011,3
246,2005,8
246,2006,41
246,2007,51
246,2008,25
246,2009,21
246,2010,57
246,2011,33
246,2012,18
248,2004,223
248,2005,568
248,2006,1314
248,2007,2604
248,2008,2336
248,2009,1472
248,2010,1397
248,2011,1443
248,2012,589
248,2013,34
249,2004,20
249,2005,31
249,2006,24
249,2007,70
249,2008,31
249,2009,25
249,2010,20
249,2011,2
249,2012,4
250,2004,96
250,2005,673
250,2006,3266
250,2007,6979
250,2008,9178
250,2009,5409
250,2010,4529
250,2011,5852
250,2012,2641
250,2013,425
251,2004,28
251,2005,77
251,2006,484
251,2007,893
251,2008,630
251,2009,563
251,2010,446
251,2011,231
251,2012,60
251,2013,9
252,2004,102
252,2005,328
252,2006,1093
252,2007,1413
252,2008,1257
252,2009,1099
252,2010,1286
252,2011,815
252,2012,537
252,2013,13
254,2004,5
254,2005,22
254,2006,112
254,2007,203
254,2008,285
254,2009,298
254,2010,278
254,2011,94
254,2012,122
254,2013,5
256,2004,8
256,2005,3
256,2006,41
256,2007,58
256,2008,181
256,2009,45
256,2010,63
256,2011,5
256,2012,30
256,2013,5
257,2004,1036
257,2005,5399
257,2006,14644
257,2007,26887
257,2008,28851
257,2009,18167
257,2010,22966
257,2011,19699
257,2012,10145
257,2013,763
258,2006,1
261,2004,2
261,2005,7
261,2006,200
261,2007,299
261,2008,195
261,2009,182
261,2010,282
261,2011,63
261,2012,225
261,2013,2
264,2004,637
264,2005,1158
264,2006,2043
264,2007,2192
264,2008,1666
264,2009,1309
264,2010,1476
264,2011,667
264,2012,426
264,2013,19
266,2004,67
266,2005,27
266,2006,7
266,2007,81
266,2008,155
266,2009,109
266,2010,301
266,2011,228
266,2012,16
267,2004,2
267,2005,85
267,2006,170
267,2007,138
267,2008,153
267,2009,141
267,2010,146
267,2011,125
267,2012,16
267,2013,3
269,2004,48
269,2005,49
269,2006,171
269,2007,150
269,2008,204
269,2009,278
269,2010,294
269,2011,129
269,2012,51
270,2005,14
270,2006,148
270,2007,191
270,2008,393
270,2009,192
270,2010,171
270,2011,288
270,2012,116
270,2013,13
271,2004,46
271,2005,215
271,2006,476
271,2007,972
271,2008,1104
271,2009,821
271,2010,397
271,2011,728
271,2012,577
271,2013,24
273,2004,164
273,2005,172
273,2006,763
273,2007,476
273,2008,973
273,2009,738
273,2010,407
273,2011,549
273,2012,314
273,2013,31
277,2004,66
277,2005,151
277,2006,214
277,2007,679
277,2008,293
277,2009,168
277,2010,287
277,2011,161
277,2012,121
277,2013,3
279,2004,29
279,2005,43
279,2006,163
279,2007,174
279,2008,71
279,2009,82
279,2010,66
279,2011,33
279,2012,8
279,2013,9
280,2004,104
280,2005,639
280,2006,2331
280,2007,4551
280,2008,5891
280,2009,3261
280,2010,2572
280,2011,3549
280,2012,1711
280,2013,122
281,2004,4
281,2005,11
281,2006,13
281,2007,19
281,2008,14
281,2010,2
281,2011,6
283,2004,7
283,2005,55
283,2006,122
283,2007,94
283,2008,81
283,2009,46
283,2010,51
283,2011,7
283,2012,6
283,2013,6
285,2004,50
285,2005,175
285,2006,664
285,2007,969
285,2008,880
285,2009,477
285,2010,356
285,2011,348
285,2012,260
285,2013,8
289,2006,2
289,2008,8
289,2009,23
289,2010,6
289,2011,24
289,2012,9
290,2004,19
290,2005,34
290,2006,120
290,2007,1728
290,2008,1764
290,2009,1703
290,2010,1915
290,2011,452
290,2012,669
290,2013,108
291,2007,4
291,2010,1
291,2011,5
292,2004,36
292,2005,267
292,2006,366
292,2007,727
292,2008,604
292,2009,409
292,2010,591
292,2011,157
292,2012,62
293,2004,9
293,2005,5
293,2006,77
293,2007,119
293,2008,417
293,2009,197
293,2010,107
293,2011,174
293,2012,55
294,2004,36
294,2005,74
294,2006,120
294,2007,385
294,2008,396
294,2009,147
294,2010,137
294,2011,258
294,2012,187
294,2013,17
295,2007,1
295,2008,3
296,2004,51
296,2005,163
296,2006,697
296,2007,2175
296,2008,3710
296,2009,2413
296,2010,1201
296,2011,2036
296,2012,1030
296,2013,107
297,2004,115
297,2005,290
297,2006,932
297,2007,2403
297,2008,4357
297,2009,1910
297,2010,2523
297,2011,1398
297,2012,377
297,2013,46
298,2005,4
298,2006,12
298,2007,25
298,2008,34
298,2009,11
298,2010,13
298,2011,17
299,2004,5
299,2006,55
299,2007,246
299,2008,235
299,2009,232
299,2010,208
299,2011,76
299,2012,10
300,2005,48
300,2006,1
300,2007,3
300,2008,1
300,2009,10
300,2010,4
300,2011,11
300,2012,1
301,2005,1
301,2006,61
301,2007,110
301,2008,215
301,2009,52
301,2010,133
301,2011,46
301,2012,40
301,2013,8
303,2004,165
303,2005,65
303,2006,452
303,2007,326
303,2008,130
303,2009,73
303,2010,162
303,2011,107
303,2012,3
305,2005,4
305,2006,20
305,2007,115
305,2008,103
305,2009,42
305,2010,39
305,2011,17
305,2012,20
307,2004,165
307,2005,267
307,2006,1758
307,2007,3446
307,2008,4141
307,2009,5040
307,2010,2894
307,2011,1097
307,2012,470
307,2013,198
310,2004,35
310,2005,369
310,2006,1744
310,2007,3117
310,2008,5449
310,2009,3099
310,2010,3000
310,2011,1733
310,2012,1154
310,2013,92
312,2004,41
312,2005,248
312,2006,376
312,2007,584
312,2008,468
312,2009,269
312,2010,583
312,2011,495
312,2012,115
312,2013,5
313,2004,259
313,2005,879
313,2006,2470
313,2007,2106
313,2008,1679
313,2009,1146
313,2010,1103
313,2011,1438
313,2012,554
313,2013,83
315,2004,6
315,2005,357
315,2006,1471
315,2007,3340
315,2008,2720
315,2009,1895
315,2010,4253
315,2011,3320
315,2012,1040
315,2013,57
318,2004,32
318,2005,249
318,2006,1051
318,2007,2812
318,2008,3331
318,2009,895
318,2010,1801
318,2011,1799
318,2012,601
318,2013,61
320,2004,134
320,2005,1278
320,2006,2428
320,2007,4277
320,2008,1752
320,2009,1907
320,2010,2568
320,2011,1006
320,2012,412
320,2013,57
322,2006,39
322,2007,259
322,2008,219
322,2009,152
322,2010,231
322,2011,123
322,2012,35
322,2013,8
323,2004,14
323,2005,273
323,2006,481
323,2007,3516
323,2008,2836
323,2009,882
323,2010,1832
323,2011,1141
323,2012,430
323,2013,3
324,2004,142
324,2005,520
324,2006,2045
324,2007,5607
324,2008,7109
324,2009,5239
